实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
307,粤商贷,60.45,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,104,90%,0,不详,0,不详,0,不详,0,0
3018,云集品,60.2857,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",无,小,,无,无,广东,深圳,工司,数据库,不详,不详,3,270,95%,40,90%,0,不详,0,不详,1,0
308,德众金融,60.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
经营异常多；
",,不详,网络借贷,,,安徽,合肥,平台,网贷之家,8%,5%,3,7,80%,15,80%,0,不详,1,85%,0,0
392,宜民贷,60.0,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,无,上海,,平台,网贷之家,10%,20%,3,2,35%,5,60%,38,95%,0,不详,0,1
539,蜂鸟金融,60.0,2018-04-15,2018-01-30,暂无,,小,网络借贷,,无,广东,深圳,平台,网贷之家,不详,不详,3,1,70%,5,60%,0,不详,0,不详,1,0
578,你我金融,60.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,87,90%,11,75%,0,不详,0,不详,0,0
604,i财富,60.0,2018-04-15,2018-03-25,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,111,90%,5,60%,0,不详,1,85%,0,0
930,小诺理财,60.0,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,8%,20%,3,42,85%,23,85%,0,不详,0,不详,0,0
1022,聚爱财,60.0,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,不详,不详,3,27,80%,27,90%,0,不详,0,不详,0,0
1057,和云筹,60.0,2018-04-15,2018-01-31,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,8%,5%,3,110,90%,6,65%,0,不详,0,不详,0,0
1864,吉盟财富,60.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖南,长沙,平台,网贷之家,10%,20%,3,25,75%,7,70%,0,不详,0,不详,1,0
1938,互融宝,60.0,2018-04-15,2018-01-10,"诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,网络借贷,,,江苏,南京,平台,网贷之家,10%,25%,3,250,95%,5,60%,1,80%,1,85%,0,0
2352,置上金融,60.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,不详,不详,3,10,80%,8,70%,0,不详,0,不详,0,0
2603,狐小狸理财,60.0,2018-04-15,2018-01-30,"负面舆情多；
",无,小,网络借贷,无,无,陕西,西安,平台,网贷之家,不详,不详,3,1,70%,20,85%,0,不详,0,不详,1,0
3821,亿家,60.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,互联网资产管理,,,北京,朝阳,工司,数据库,不详,不详,3,378,95%,13,80%,2,85%,0,不详,0,0
5073,用友,60.0,2018-04-15,2018-04-15,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,项目,数据库,不详,不详,3,344,95%,5,60%,33,95%,0,不详,0,0
7283,九邦,60.0,2018-04-15,2018-02-25,暂无,null,不详,网络借贷,无,无,上海,上海,工司,数据库,不详,不详,3,3,65%,7,70%,0,不详,0,不详,0,1
15138,盒子支付,60.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
存在担保承诺；",null,不详,第三方支付,无,无,广东,深圳,工司,数据库,不详,不详,2,93,90%,14,80%,2,85%,0,不详,0,1
15504,3658商城,60.0,2018-04-15,2018-01-30,"煽动性广告多；
收益率过高；
",,大,非法集资,,???,山东,临沂,工司,数据库,11%,95%,3,718,95%,9,75%,0,不详,0,不详,2,0
16865,鼎盛财富,60.0,2018-04-15,2018-03-18,存在担保承诺；,,不详,网络借贷,,无,北京,北京,工司,数据库,不详,20%,1,1,60%,7,70%,0,不详,0,不详,0,1
20872,老虎外汇,60.0,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
",,大,网络外汇,,无,北京,北京,工司,数据库,不详,不详,3,45,85%,15,80%,0,不详,0,不详,1,0
21131,南京文化艺术产权交易所,60.0,2018-04-15,2018-03-18,"诉讼记录多；
",,大,交易所,,无,江苏,南京,工司,数据库,不详,不详,3,0,不详,5,60%,6,90%,0,不详,1,0
22154,屌丝贷,60.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,4,45%,7,70%,0,不详,1,85%,0,0
24401,理财通,60.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,215,95%,9,75%,4,90%,0,不详,0,0
27827,财路通,60.0,2018-04-15,2018-01-30,暂无,无,大,,无,无,北京,朝阳,工司,数据库,不详,不详,3,2,70%,10,75%,0,不详,0,不详,1,0
898,普汇云通,59.9,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,56,85%,3,45%,0,不详,0,不详,0,0
1314,小微时贷,59.75,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,福建,福州,平台,网贷之家,13%,55%,3,73,85%,0,70%,0,不详,0,不详,0,0
1803,节节贷,59.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广西,南宁,平台,网贷之家,13%,55%,3,1,不详,0,不详,0,不详,0,不详,0,0
27,前海广深发,59.3,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,26,75%,0,不详,0,不详,0,不详,0,0
407,资本在线,59.075,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,3,65%,0,不详,0,不详,1,85%,0,0
410,多了口贷,59.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江西,,平台,网贷之家,13%,55%,3,3,60%,0,不详,0,不详,0,不详,0,0
634,微贷在线,59.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,东莞,平台,网贷之家,13%,55%,3,0,50%,0,不详,0,不详,0,不详,0,0
686,点点财富,59.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,温州,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
799,巨石财富,59.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,1,85%,0,0
1228,蜂融网,59.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,上海,,平台,网贷之家,13%,55%,3,31,75%,1,不详,0,不详,0,不详,0,0
1301,车财网,59.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,0,40%,2,30%,0,不详,0,不详,0,0
1695,融洽财富,59.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广西,南宁,平台,网贷之家,13%,55%,3,4,55%,0,不详,0,不详,0,不详,0,0
16813,金融帝国,58.7857,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
收益率过高；
",,不详,交易所,,无,广东,广州,工司,数据库,不详,95%,3,74,90%,16,80%,0,不详,0,不详,0,1
1167,星月创投,58.7,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,山东,济宁,平台,网贷之家,13%,55%,3,0,65%,0,不详,3,85%,0,不详,0,0
2435,众金所,58.55,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,13%,55%,3,1,不详,0,80%,0,不详,0,不详,0,0
289,友金所,58.5,2018-04-15,2018-01-30,"煽动性广告多；
存在担保承诺；",无,不详,网络借贷,无,无,广东,深圳,工司,数据库,13%,55%,1,56,85%,0,不详,0,不详,0,不详,0,1
19750,新祥贵微交易,58.5,2018-04-15,2018-04-15,"经营异常多；
",投资理财,大,微盘,地方性交易场所,无,湖南,长沙,工司,数据库,不详,不详,3,0,20%,2,30%,0,不详,1,85%,1,0
1457,创融在线,58.4,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,四川,宜宾,平台,网贷之家,13%,55%,3,0,20%,0,不详,0,不详,0,不详,0,0
2287,千林贷,58.325,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,陕西,西安,平台,网贷之家,13%,55%,3,28,75%,0,45%,6,90%,0,不详,0,0
1641,天玑汇富,58.25,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,26,80%,0,不详,0,不详,0,不详,0,0
3451,FXMISO,58.0,2018-04-15,2018-01-30,暂无,,大,网络外汇,,无,江苏,南京,工司,数据库,不详,不详,3,2,30%,3,45%,0,不详,0,不详,1,1
22,瓯金所,57.725,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,浙江,温州,平台,网贷之家,13%,55%,3,2,45%,0,不详,1,80%,0,不详,0,0
903,e融所,57.65,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,第三方支付,,无,广东,深圳,平台,网贷之家,13%,55%,3,50,85%,0,30%,0,不详,0,不详,0,1
45,协众金融,57.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,13%,55%,3,0,30%,0,不详,0,不详,0,不详,0,0
74,现代众车在线,57.5,2018-04-15,2018-01-30,暂无,,不详,,,,广东,深圳,平台,网贷之家,13%,55%,3,20,70%,0,不详,0,不详,0,不详,0,0
92,国贷网,57.5,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,28,80%,0,不详,0,不详,0,不详,0,0
108,1818优本财富,57.5,2018-04-15,2018-01-31,暂无,,不详,,,,北京,朝阳,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
157,沃联财富,57.5,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,宁夏,银川,平台,网贷之家,13%,55%,3,0,55%,0,不详,0,不详,0,不详,0,0
166,乐饷吧,57.5,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,0,不详,0,不详,1,80%,1,85%,0,0
214,爱财在线,57.5,2018-04-15,2018-01-30,暂无,,小,网络借贷,,无,广东,广州,平台,网贷之家,13%,55%,3,34,75%,0,不详,0,不详,0,不详,1,0
254,东方车贷,57.5,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,31,75%,0,不详,0,不详,1,85%,0,0
318,阳光金服,57.5,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,河南,,平台,网贷之家,13%,55%,3,1,50%,0,不详,0,不详,1,85%,0,0
750,旺财狗,57.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,13%,55%,3,125,85%,1,不详,0,不详,0,不详,0,0
754,有米贷,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,韶关,平台,网贷之家,13%,55%,3,0,20%,0,不详,0,不详,0,不详,0,0
919,银豆网,57.5,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,互联网资产管理,,,北京,北京,平台,网贷之家,13%,55%,3,118,85%,3,45%,0,不详,1,85%,0,0
952,润阳贷,57.5,2018-04-15,2018-01-10,暂无,无,不详,网络借贷,无,无,江苏,扬州,平台,网贷之家,13%,55%,3,1,40%,8,70%,0,不详,0,不详,0,1
973,私房钱,57.5,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,福建,厦门,平台,网贷之家,13%,55%,3,60,85%,2,30%,0,不详,0,不详,0,0
979,中南金服,57.5,2018-04-15,2018-01-30,"经营异常多；
",,不详,,,,江苏,南京,平台,网贷之家,13%,55%,3,0,55%,0,不详,0,不详,1,85%,0,0
1054,湛卢宝,57.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
1083,华舵金服,57.5,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,山东,青岛,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
1135,金统贷,57.5,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,终止运营,江苏,南京,平台,网贷之家,13%,55%,3,0,70%,3,45%,0,不详,1,85%,0,0
1193,富春贷,57.5,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,13%,55%,3,0,不详,0,不详,32,95%,0,不详,0,0
1417,好车贷,57.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,安徽,合肥,平台,网贷之家,13%,55%,3,502,95%,2,30%,0,不详,0,不详,0,0
1724,奔宝贷,57.5,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,河北,石家庄,平台,网贷之家,13%,55%,3,11,55%,0,不详,1,80%,0,不详,0,0
1825,企融信,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,贵州,六盘水,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
1853,徽金猫,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,安徽,铜陵,平台,网贷之家,13%,55%,3,0,20%,0,不详,0,不详,0,不详,0,0
2002,金桥梁,57.5,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,21,80%,0,30%,0,不详,1,85%,0,0
2077,如意财富,57.5,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,宁夏,银川,平台,网贷之家,13%,55%,3,0,45%,0,不详,4,90%,0,不详,0,0
2122,红海贷,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
2143,新金所,57.5,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,新疆,乌鲁木齐,平台,网贷之家,13%,55%,3,0,不详,1,不详,1,80%,0,不详,0,0
2215,51人品,57.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,13%,55%,3,175,90%,5,60%,0,不详,0,不详,0,1
2272,顺顺贷,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,停业,广东,广州,平台,网贷之家,13%,55%,3,5,60%,0,不详,0,不详,0,不详,0,0
2484,河马在线,57.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,55%,3,1,20%,0,不详,0,不详,0,不详,0,0
17258,51信用卡,57.5,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,小,互联网消费金融,金融业或类金融业,行政处罚,浙江,杭州,工司,数据库,13%,55%,3,499,95%,2,30%,1,80%,0,不详,1,0
19689,趣钱,57.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,提现困难,广东,深圳,工司,数据库,13%,55%,3,1,20%,0,60%,0,不详,0,不详,0,0
22512,众车在线,57.5,2018-04-15,2018-01-30,"煽动性广告多；
收益率过高；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,13%,95%,3,43,80%,0,不详,0,不详,0,不详,0,0
24915,真融宝,57.5,2018-04-15,2018-01-30,"煽动性广告多；
",null,不详,互联网资产管理,无,无,北京,北京,工司,数据库,13%,55%,3,110,90%,3,45%,0,不详,0,不详,0,1
26067,蚂蚁白领,57.5,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,良性退出,北京,北京,平台,网贷之家,13%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
1130,OK贷,57.2,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖南,,平台,网贷之家,13%,55%,3,21,75%,0,不详,0,不详,0,不详,0,0
387,财小主,57.05,2018-04-15,2018-04-08,暂无,,不详,网络借贷,,,山东,烟台,平台,网贷之家,13%,50%,3,0,20%,0,不详,0,不详,0,不详,0,0
238,蜂投网,56.75,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,21,75%,0,85%,0,不详,0,不详,0,0
2474,小富金融,56.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,13%,50%,3,1,45%,0,不详,0,不详,0,不详,0,0
25282,易天贷,56.75,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,良性退出,福建,厦门,平台,网贷之家,15%,65%,3,0,不详,0,不详,63,95%,0,不详,0,0
1137,钱内助,56.6,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,13%,50%,3,87,90%,1,不详,0,不详,0,不详,0,0
2003,众联财富,56.6,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,13%,50%,3,0,20%,0,不详,0,不详,0,不详,0,0
1165,金福财富,56.375,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,13%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
260,艺点理财,56.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,北京,朝阳,平台,网贷之家,13%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
1237,堆金网,56.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,0,55%,10,75%,0,不详,0,不详,0,0
2130,猪宝宝,56.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,云南,昆明,平台,网贷之家,13%,50%,3,5,60%,0,30%,0,不详,0,不详,0,0
4164,卡卡,56.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,326,95%,24,85%,0,不详,0,不详,0,0
21117,中江微盘,56.0,2018-04-15,2018-04-15,暂无,,大,微盘,,无,福建,福州,工司,数据库,不详,不详,3,0,40%,2,30%,0,不详,0,不详,1,0
738,瑞银创投,55.925,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,江苏,泰州,平台,网贷之家,13%,50%,3,0,50%,0,不详,56,95%,0,不详,0,0
2171,轻松易贷,55.85,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,陕西,西安,平台,网贷之家,13%,50%,3,3,40%,0,不详,0,不详,0,不详,0,0
3793,动联,55.7857,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,第三方支付,,无,上海,上海,工司,数据库,不详,不详,3,213,95%,59,95%,1,80%,0,不详,0,1
88,利聚网,55.7,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,湖南,长沙,平台,网贷之家,13%,50%,3,4,60%,0,70%,2,85%,1,85%,0,0
4380,AI选股,55.5,2018-04-15,2018-01-31,"收益率过高；
",无,不详,门户导航,无,无,福建,厦门,工司,数据库,80%,95%,3,4,55%,0,不详,0,不详,0,不详,0,1
516,安捷财富,55.325,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,13%,50%,3,55,80%,0,30%,0,不详,0,不详,0,0
168,超人贷,55.25,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,13%,50%,3,9,70%,14,80%,0,不详,0,不详,0,0
470,银谷在线,55.175,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,互联网资产管理,,,北京,朝阳,平台,网贷之家,13%,50%,3,440,95%,10,75%,3,85%,0,不详,0,0
280,钱盆网,55.05,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
存在担保承诺；",无,不详,网络借贷,无,无,广西,南宁,平台,网贷之家,13%,50%,1,409,95%,6,65%,9,90%,0,不详,0,1
54,车能贷,55.025,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,13%,50%,3,4,65%,0,不详,11,90%,1,85%,0,0
537,分秒金融,55.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,不详,不详,3,182,90%,4,55%,0,不详,0,不详,0,0
570,普点金服,55.0,2018-04-15,2018-03-25,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,0,55%,4,55%,0,不详,0,不详,0,0
986,聚胜财富,55.0,2018-04-15,2018-03-18,"收益率过高；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,7%,95%,3,31,75%,8,70%,0,不详,0,不详,0,0
1009,金砖联合,55.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,江西,南昌,平台,网贷之家,12%,40%,3,24,65%,9,75%,0,不详,1,85%,0,0
1183,富通贷,55.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,5,45%,4,55%,1,80%,0,不详,0,0
1762,索星金服,55.0,2018-04-15,2018-03-18,暂无,,不详,,,,广东,深圳,平台,网贷之家,不详,不详,3,3,60%,5,60%,0,不详,0,不详,0,0
2112,众力金融,55.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,53,80%,8,70%,0,不详,0,不详,0,0
6395,镑客,55.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,,,,上海,上海,工司,数据库,不详,不详,3,8,80%,10,75%,0,不详,0,不详,0,0
7245,普信,55.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
经营异常多；
",无,不详,互联网基金销售,,无,北京,朝阳,工司,数据库,不详,不详,3,86,90%,11,75%,2,85%,1,85%,0,1
7339,考拉云商,55.0,2018-04-15,2018-01-30,暂无,,不详,第三方支付,,无,山东,济南,工司,数据库,不详,不详,3,21,75%,5,60%,0,不详,0,不详,0,1
9536,易麦理财,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,宁波,工司,数据库,不详,不详,3,27,70%,4,55%,0,不详,0,不详,0,0
10901,金鼠贷,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,0,30%,4,55%,0,不详,0,不详,0,0
11081,金贝猫,55.0,2018-04-15,2018-03-18,"负面舆情多；
",,不详,互联网资产管理,,预警,上海,,工司,数据库,不详,不详,3,10,60%,15,80%,0,不详,0,不详,0,0
15377,亿快荣,55.0,2018-04-15,2018-04-08,暂无,,不详,网络借贷,,,江苏,苏州,工司,数据库,不详,不详,3,1,20%,4,55%,0,不详,0,不详,0,0
16075,悟空理财,55.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,互联网资产管理,,,北京,朝阳,工司,数据库,7%,5%,3,57,90%,5,60%,0,不详,0,不详,0,0
17269,达飞云贷,55.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,工司,数据库,不详,不详,3,25,80%,8,70%,0,不详,0,不详,0,0
17532,海吉星,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,5,75%,4,55%,0,不详,0,不详,0,0
18688,钛媒体,55.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络众筹,,无,北京,朝阳,工司,数据库,不详,不详,3,83,95%,7,70%,2,85%,0,不详,0,1
20666,顺发,55.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,安徽,大连,工司,数据库,不详,不详,3,150,90%,5,60%,0,不详,0,不详,0,0
22156,小米金融,55.0,2018-04-15,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,172,90%,9,75%,100,95%,0,不详,0,0
22758,你财富,55.0,2018-04-15,2018-04-01,"煽动性广告多；
",无,不详,互联网基金销售,,无,北京,朝阳,工司,数据库,不详,不详,3,215,95%,7,70%,0,不详,0,不详,0,1
23204,有单,55.0,2018-04-15,2018-04-01,"煽动性广告多；
经营异常多；
",,不详,互联网信托,,无,广东,深圳,工司,数据库,不详,不详,3,239,90%,5,60%,0,不详,1,85%,0,1
24427,麦芽贷,55.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,江苏,南京,工司,数据库,不详,不详,3,32,80%,6,65%,0,不详,0,不详,0,0
24435,首成网贷,55.0,2018-04-15,2018-02-25,暂无,null,小,网络借贷,无,无,北京,朝阳,工司,数据库,不详,不详,3,2,70%,4,55%,0,不详,0,不详,1,0
27273,易鑫车贷,55.0,2018-04-15,2018-03-18,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,4,85%,12,80%,1,80%,0,不详,0,0
9079,融诺网,54.8571,2018-04-15,2018-04-01,"负面舆情多；
",,小,门户导航,金融业或类金融业,平台失联,广东,深圳,工司,数据库,不详,不详,3,10,60%,32,90%,0,不详,0,不详,1,0
1278,日融财富,54.725,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,宁波,平台,网贷之家,13%,50%,3,5,50%,0,不详,0,不详,0,不详,0,0
33,钱途在线,54.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,24,70%,0,不详,0,不详,0,不详,0,0
385,卓金金服,54.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,60%,3,13,75%,1,不详,0,不详,0,不详,0,0
1735,汇贷天下,54.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,甘肃,兰州,平台,网贷之家,13%,50%,3,12,70%,0,不详,0,不详,0,不详,0,0
18274,信托100,54.2917,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,停业,北京,北京,平台,网贷之家,10%,20%,3,0,65%,1,不详,0,不详,0,不详,0,1
1652,真鑫贷,54.275,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江西,赣州,平台,网贷之家,13%,50%,3,4,55%,0,不详,0,不详,0,不详,0,0
2473,互惠理财,54.125,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,,,,浙江,杭州,平台,网贷之家,13%,50%,3,10,80%,0,不详,0,不详,0,不详,0,0
17099,新华产权交易所,54.0,2018-04-15,2018-03-25,暂无,,大,交易所,,无,福建,福州,工司,数据库,不详,不详,3,0,40%,4,55%,0,不详,0,不详,1,0
21608,大金微交易,54.0,2018-04-15,2018-04-15,"收益率过高；
",,小,微盘,,无,江苏,南京,工司,数据库,不详,95%,3,13,75%,2,30%,0,不详,0,不详,1,0
181,新纪元金服,53.75,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,,,,湖北,武汉,平台,网贷之家,13%,65%,3,99,90%,2,30%,0,不详,0,不详,0,0
1121,华众时贷,53.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,0,55%,0,不详,0,不详,0,不详,0,0
